"NBa7we src","d4r55","RfnDt","eaLgGf","fontBodyLarge","xRkPPb","qmhsmd","ARRgmb src","wiI7pd","w8nwRe","fontBodySmall","fontBodySmall 2","kyuRq","dSlJg","dSlJg 2","NlVald","fontTitleSmall","DZSIDd","wiI7pd 2","NlVald 2","w8nwRe 2","fontBodySmall 3","fontBodySmall 4","kyuRq 2"
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=w50-h50-p-rp-br100","Trip.com Member","","","2,2/5","2 tháng trước trên","Trip.com","https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png","Trong phòng hỗn hợp, điều hòa không lạnh, phòng tắm bị ngập nước, và cả phòng rất ẩm thấp. Ngay cả sau khi báo cáo, vấn đề vẫn không được giải quyết. Tôi đã đặt hai đêm, nhưng tôi không thể chịu đựng được và đã rời đi ngay ngày đầu tiên! …","","Bản dịch của Google","・","Xem bản gốc (Tiếng Trung)","","","","","","","","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=w50-h50-p-rp-br100","Trip.com Member","","","2,7/5","2 tháng trước trên","Trip.com","https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png","Tôi ở lại đây trong một chuyến đi ngắn cuối tuần, đến muộn (~8 giờ tối) vào thứ Sáu và rời đi sớm (~6/7 giờ sáng) vào thứ Hai. Vì đây là chuyến đi ngắn ngày do tôi đến xem chung kết VCT Thái Bình Dương tại TP.HCM, nên vị trí chỗ ở rất …","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLeR1YoJZyZ8juUHXTX77xaPaVUZjWeZGhiw8irTQ_CLyfDsg=w50-h50-p-rp-mo-ba12-br100","Ling Lu","Local Guide · 345 bài đánh giá · 837 ảnh","","3/5","3 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Vị trí khách sạn khá xa trung tâm thành phố.

Máy lạnh cực kỳ yếu; tôi vẫn đổ mồ hôi dù đã bật máy lạnh. …","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Trung)","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=w50-h50-p-rp-br100","Trip.com Member","","","3/5","một năm trước trên","Trip.com","https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png","Nhà nghỉ này có vẻ hướng đến khách lưu trú dài hạn hơn, nên khách ngắn hạn có thể cảm thấy hơi lạc lõng. Phòng tắm thì có thể sạch sẽ hơn. Tuy nhiên, họ có những chú mèo và một chú chó dễ thương.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","","","","","","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=w50-h50-p-rp-br100","Trip.com Member","","","3/5","2 năm trước trên","Trip.com","https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png","Ký túc xá giá rẻ ở trung tâm thành phố. Chúng ta có thể ở với giá thấp bao gồm bữa sáng.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXE_DKR-QFEisJieHL6dMHKImAffCERscHY2rSxXGqpZHdPOzWM=w50-h50-p-rp-mo-ba12-br100","Alan Watts","Local Guide · 179 bài đánh giá · 90 ảnh","","3/5","4 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Hơi lộn xộn và bừa bộn. Phòng tắm trong phòng hơi bẩn. Dịch vụ không được thân thiện lắm. Không có chỗ đậu xe máy. Mèo thì thân thiện và mềm mại.","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=w50-h50-p-rp-br100","Trip.com Member","","","3,5/5","một năm trước trên","Trip.com","https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png","Nhà nghỉ tốt, nhân viên thân thiện. Phải đi bộ một đoạn ngắn đến trung tâm thành phố nhưng như vậy sẽ thoải mái hơn.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","","","","","","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=w50-h50-p-rp-br100","Trip.com Member","","","3,7/5","một năm trước trên","Trip.com","https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png","Nếu bạn là người thích sự yên tĩnh, thì nhà nghỉ này là dành cho bạn. Nó chỉ cách quận 1 khoảng 10-15 phút nhưng rất đáng giá. Từ nhân viên đến bà chủ, tất cả đều vô cùng nhiệt tình và thân thiện.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXC2lJ23Bh5UxK0WjSh7T_RL_LXBVs7gL3rpYrYumTX0DVDeG09dQ=w50-h50-p-rp-mo-ba12-br100","yorle carvajal","Local Guide · 32 bài đánh giá · 67 ảnh","","4/5","10 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Sự đón tiếp từ chủ nhà rất nồng ấm và thân thiện. Nhà nghỉ có bầu không khí yên tĩnh và thoải mái, và những con vật nuôi của họ càng làm cho kỳ nghỉ thêm tuyệt vời — được nhìn thấy chúng khi đến nơi là sự chào đón tốt nhất mà một nhà nghỉ …","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXo8sINhse3Mgihzbp9GJ-4SGkNS7kADDH4khnE-9nifX-GhHdz=w50-h50-p-rp-mo-ba12-br100","gontakhy h","Local Guide · 445 bài đánh giá · 1.635 ảnh","","4/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Cơ sở vật chất mới và giá cả rất hợp lý. Nhân viên nhiệt tình và hỗ trợ. Chú chó Shiba Inu cưng của họ, ""Omochi,"" rất đáng yêu và dễ thương. …","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Nhật)","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUwQ7EPG-CdJ4Mph-qwIibzjOGTCae47Gq_Fq5I2V4Dsfx1mKA=w50-h50-p-rp-mo-ba12-br100","Rincevent","Local Guide · 38 bài đánh giá · 26 ảnh","","4/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Giá cả cực kỳ hợp lý cho một phòng nghỉ ở thành phố lớn; phòng nhỏ nhưng đầy đủ tiện nghi. Nhân viên rất dễ thương và nhiệt tình giúp đỡ. Lưu ý rằng bữa sáng không bao gồm cà phê, nhưng điều đó sẽ không làm hỏng kỳ nghỉ của bạn 😉. …","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Pháp)","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXtGRbtBNP2KTSoiluwRMDeBzyPx7q23NVfaj95zMbJvV1jIko=w50-h50-p-rp-mo-ba12-br100","Banioushka","Local Guide · 117 bài đánh giá · 72 ảnh","","4/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nhân viên thân thiện, nhiệt tình, chú chó vui tính, phòng riêng nhỏ nhưng sạch sẽ và thoải mái.","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIZnfSsXB0oz-Gkqt8q_74s-TCNUCxqL27kbpWthUemRAceqQ=w50-h50-p-rp-mo-ba12-br100","jessica vasold","Local Guide · 23 bài đánh giá · 23 ảnh","","4/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","","Xem thêm","","","","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIvZQHbteqo_HpL4MD9Ro1TTAzT5O1nrIilrBWDjFcZPK0MfA=w50-h50-p-rp-mo-br100","Nicole LE HUU","5 bài đánh giá","","4/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","","Xem thêm","","","","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=w50-h50-p-rp-br100","Trip.com Member","","","4,2/5","2 tháng trước trên","Trip.com","https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png","Tôi yêu bạn, Mochi. Bạn thật sự đáng yêu. Đúng vậy, tôi đặt vé đến nơi này chỉ để gặp hai người dễ thương này; Mochi & Gatsby. Nơi này cũng nằm ở một khu phố quyến rũ - nếu bạn thích người dân địa phương. Hãy sử dụng Google Maps và bạn có thể di chuyển nhanh chóng như người bản địa. Có trạm xe buýt công cộng gần đó.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","","","","","","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=w50-h50-p-rp-br100","Trip.com Member","","","4,2/5","10 tháng trước trên","Trip.com","https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png","Tôi yêu thú cưng. Vị trí tốt và dễ dàng di chuyển. Nhân viên thân thiện. Cơ sở vật chất tốt.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","","","","","","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=w50-h50-p-rp-br100","Trip.com Member","","","4,5/5","một năm trước trên","Trip.com","https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png","Khách sạn nằm ở ngoại ô, nhưng có rất nhiều quán ăn gần đó! Có một khu chợ đêm nhỏ bán bánh tráng rất rẻ! Ngoài ra còn có một phố bar ​​và một phố nhà hàng Nhật Bản, khá độc đáo! Gần đó cũng có nhiều quán cà phê, tuy nhiên đồ uống hơi đắt! …","","Bản dịch của Google","・","Xem bản gốc (Tiếng Trung)","","","","","","","","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=w50-h50-p-rp-br100","Trip.com Member","","","4,5/5","một năm trước trên","Trip.com","https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png","Khách sạn này khá tốt để ở một đêm, nhưng nếu bạn muốn ở nhiều ngày hơn thì tôi nghĩ nó không tiện lắm. Có rất nhiều mèo trong sảnh khách sạn và nếu bạn bị dị ứng thì hãy cẩn thận vì chúng đến và ngồi khắp nơi. Bữa sáng gồm trà và cháo yến …","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","","","","","","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=w50-h50-p-rp-br100","Trip.com Member","","","4,5/5","một năm trước trên","Trip.com","https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png","Nơi nghỉ tuyệt vời để ở vài ngày. Rất hiện đại. Có vài thú cưng sống ở đó. Yên tĩnh và lịch sự vào ban đêm. Tôi thực sự thích nơi này - bạn được ăn sáng miễn phí đến 11 giờ ;) Hơi xa trung tâm một chút.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","","","","","","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=w50-h50-p-rp-br100","Trip.com Member","","","4,7/5","một năm trước trên","Trip.com","https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png","Chủ nhà (Coco) rất tốt bụng. Chó và mèo rất đáng yêu!!!! Tôi thích phòng ngủ tập thể chỉ dành cho nữ vì chỉ có 4 giường. Giường rất thoải mái. Phòng tắm riêng rất tuyệt! Phòng cũng có một cửa sổ lớn với dây leo xung quanh, rất quyến rũ và …","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","","","","","","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=w50-h50-p-rp-br100","Trip.com Member","","","4,7/5","2 năm trước trên","Trip.com","https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png","Nhà nghỉ rất tốt với môi trường sống tuyệt vời và khu vực sinh hoạt chung hoàn hảo để trò chuyện với những người đến từ khắp nơi trên thế giới. Rất nên chọn nếu bạn là người đi du lịch một mình và sẵn sàng chia sẻ câu chuyện của mình với người khác.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXKrdtn2sXl7i1n9QmG-Dl3lLd6cSrFFhed8d6_LiZYkxqcmz07=w50-h50-p-rp-mo-br100","Hạnh Trịnh","3 bài đánh giá · 3 ảnh","","5/5","3 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Good good nice, phòng ok , có bầy tiếp tân 4 chân yêu lắm dth","Xem thêm","","","","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWGn6Hx4vnFYhix6bhZ2fHxq4sNcQqNR_QGYoxSgFpn_5u5Sz6B=w50-h50-p-rp-mo-ba12-br100","tui's journey","Local Guide · 116 bài đánh giá · 334 ảnh","","5/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Không gian ấm cúng cùng chó mèo, uống cafe chill. Gần dorm cái gì cũng có do mình không có thuê xe nên ngại di chuyển nhiều, từ nhà thuốc cửa hàng tiện lợi đến quán ăn. Chị chủ dễ thương, mấy bé lễ tân nhiệt tình giúp mình đỡ tốn thời gian suy nghĩ. 10₫ nha","Xem thêm","","","","","","Chia sẻ","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV0a8VApKu0VRGw7ruwBTSVAkNySsyiIBwlnmkDHOWNxm-91_pZjQ=w50-h50-p-rp-mo-ba12-br100","Vũ Thị Kim Chi","Local Guide · 316 bài đánh giá · 685 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng ok, giá ok. Nhân sự không được thân thiện lắm. Có mấy con chó mèo dễ thương","Xem thêm","","","","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUE99mFwhg-hSbChcbjkJGA_To2fGjoKn8srDzPKlHFJKWXXC1_=w50-h50-p-rp-mo-ba12-br100","Cậu Tú Vlog CT","Local Guide · 99 bài đánh giá · 10.105 ảnh","","5/5","10 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Tiện nghi  ,sạch sẽ, giá hợp lý","Xem thêm","","","","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJXYHDxDsKceitQpLqucdFfUx8ezgXIiMtQIyAm5A9y58yZTA=w50-h50-p-rp-mo-br100","Gao Thoc","3 bài đánh giá","","5/5","9 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Quá tuyệt vời","Xem thêm","","","","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXTy1nz85LNRr13-BW1ioYjZLYn6Vtz7dAgp98f_auKXK34eZex=w50-h50-p-rp-mo-ba12-br100","Kim Chi Phạm","Local Guide · 60 bài đánh giá · 81 ảnh","","5/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","","Xem thêm","","","","","","Chia sẻ","","","","Thích","","","",""
"","","","","","","","","","","","","","","","Khách sạn","","","","Nhà/căn hộ du lịch","","","",""
"","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","Wi-Fi miễn phí","Đỗ xe miễn phí","","","","Truy cập trang web","","","","","","Có điều hòa nhiệt độ","Bữa sáng",""
"","","","","","","","","","","Bữa sáng miễn phí","Wi-Fi miễn phí","","","","","","","","","","Bữa sáng","Wi-Fi",""
"","","","","","","","","","","Bể bơi","Bữa sáng miễn phí","","","","","","","","","","Wi-Fi miễn phí","Có điều hòa nhiệt độ",""
"","","","","","","","","","","Wi-Fi miễn phí","Có điều hòa nhiệt độ","","","","","","","","","","Wi-Fi","",""
"","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVB4kn40_ze8chXz11xOItCwf6HvCpHliqFoEQqpKXxiBWWoo2sTA=w50-h50-p-rp-mo-ba12-br100","Vo Thuy","Local Guide · 29 bài đánh giá · 181 ảnh","","1/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Mình có đặt phòng qua Traveloka và có yêu cầu xuất hoá đơn thì Traveloka không nhận xuất hoá đơn và bên khách sạn cũng từ chối.
2 bên đùn đẩy cho nhau.
Các bạn đặt phòng nên cân nhắc nếu phải xuất VAT như mình khi đặt qua Traveloka 😵‍💫

Phòng nhỏ, vị trí vào ngõ bé.","","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Xin chào chị Vo Thuy,
Chúng tôi rất tiếc về sự bất tiện chị đã gặp phải. Vì đặt phòng của chị được thực hiện và thanh toán thông qua Traveloka, là một đối tác thứ ba, nên khách sạn …","Thích","Xem thêm","","",""
"https://lh3.googleusercontent.com/a/ACg8ocL275uwezN7KsRjaFS6o7BWdmwxByuqoDWiEWLDVDuvOQHWig=w50-h50-p-rp-mo-br100","Thien Nguyen","1 bài đánh giá","","1/5","8 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng thì cũ, giường thì dơ mà phục vụ và thái độ quá tệ","Xem thêm","","","","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLcqDK8YwPDhuaAgKLgYnINZZtmfzYV2Rlsvtvf3TWUE4yIz6A=w50-h50-p-rp-mo-ba12-br100","P S","Local Guide · 125 bài đánh giá · 398 ảnh","","1/5","Thời gian chỉnh sửa: 2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Khách sạn sạch sẽ phòng ốc ổn
Nhân viên thân thiện
Mỗi tội bị mất đồ của mình …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","3 năm trước","Xin chào chị Duyên. Cảm ơn chị đã dành thời gian đánh giá cho The Bloom và rất lấy làm tiếc vì sự việc mình gặp phải. Tuy nhiên sau khi kiểm tra lại với nhân viên và hệ thống quản lý khách thì em không thấy ghi nhận có khách nào có tên hay …","","Xem thêm","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKUYru15O88iFeQUN_kHbq45FrRehdLgIGCzjjtgWRUSvKtzw=w50-h50-p-rp-mo-br100","Nguyen Anna","3 bài đánh giá","","1/5","6 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Bạn nam nhân ở quầy tiếp tân thái độ không tốt. Nói chuyện vô duyên. Khách đến mà hỏi “ có đi khách sạn nhiều chưa “ . Muốn đòi thêm tiền. Thái độ không tôn trọng khách.  (24/11 lúc 22:30 )","Xem thêm","","","","","","Chia sẻ","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWiE5HUe86yQMTwloucvRCuElK0NkSpnUFtOBx16Luky7jOcrF3WA=w50-h50-p-rp-mo-ba12-br100","Ngoc Nguyen","Local Guide · 66 bài đánh giá · 144 ảnh","","1/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","DV tệ thông tin phòng ko rõ ràng","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi Quý khách Ngoc Nguyen,

The Bloom Phạm Viết Chánh rất tiếc khi biết rằng trải nghiệm của Quý khách tại …","Thích","Xem thêm","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUnESElxxXvvv_K5O6conqAT_ZG1v7Z0x5ZWgfuTRfDW1BYNAySVw=w50-h50-p-rp-mo-br100","Bao Khoa Thai Le","9 bài đánh giá · 3 ảnh","","1/5","một tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nhân viên lễ tân thái độ với khách hàng","","","","","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX9CmYTPWwBCSSMwDtJKvkc9jSO-9k38NHF_UX2bSHsiFhs2UI8=w50-h50-p-rp-mo-br100","Nam Anh Nguyen","3 bài đánh giá · 1 ảnh","","1/5","8 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Tôi đã ở lại khách sạn này một đêm vào tháng 11 năm 2025 và đó là một trải nghiệm RẤT TỆ, KINH KHỦNG. …","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVh3j5WoKaqQcqzC8RMGuoCG9vqrEktwjJiQqLOn0sPdwWBi-73=w50-h50-p-rp-mo-ba12-br100","Nick Ferguson","Local Guide · 41 bài đánh giá · 26 ảnh","","1/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Tôi đã ở đây nhiều lần, và mỗi lần đều gặp phải một vấn đề khác nhau. Vị trí thì tuyệt vời, gần quán cà phê yêu thích của tôi, đó là một điểm cộng lớn nên tôi mới cho họ nhiều cơ hội như vậy. …","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","2 năm trước","Thân gửi Nick Melhuish
Lời chào trân trọng nhất từ ​​The Bloom. Chúng tôi rất hân hạnh được phục vụ quý khách trong những khoảnh khắc đáng nhớ. Chúng tôi chân thành cảm ơn quý khách …","","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjWf4wJW2JzqOTGqil3uCAP7fQo_CjczlFySPRKhpgIkF51ewc2m=w50-h50-p-rp-mo-ba12-br100","Trọng Nhân Trương","Local Guide · 10 bài đánh giá · 5 ảnh","","1/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Chính sách khách sạn cực kỳ cứng nhắc – Trải nghiệm đáng thất vọng
Tôi đã có một trải nghiệm rất khó chịu với khách sạn này do chính sách thiếu linh hoạt của họ. Ban đầu tôi đặt phòng 5 đêm qua Agoda, nhưng vô tình chọn 1 khách …","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi quý khách,

Cảm ơn quý khách đã phản hồi. Chúng tôi thành thật xin lỗi vì bất kỳ sự bất tiện …","","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjX2482512RfLVDDqeIchQGXYELffxYpCLqN2IEDaEnXVWNaELC6FQ=w50-h50-p-rp-mo-ba12-br100","Manuel Hackl","Local Guide · 107 bài đánh giá · 72 ảnh","","1/5","3 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Được quảng cáo là khách sạn 4 sao. Thực chất nó chỉ là một tòa nhà căn hộ dịch vụ chứ không phải khách sạn đúng nghĩa. Ngay cả khách sạn 2 sao cũng có tiện nghi tốt hơn. Hình ảnh đăng tải không phản ánh thực tế. Bồn tắm Jacuzzi được quảng …","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVO2U75vzqR1JLXzjqN3IHufrsrhQasQn6RDkPIU2i-Q8vBTrgc=w50-h50-p-rp-mo-br100","Anders Bobek","11 bài đánh giá · 3 ảnh","","1/5","3 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Máy lạnh không hoạt động nên phòng nóng như phòng xông hơi. Ga trải giường bẩn, đồ đạc của khách trước vẫn còn trong phòng khi chúng tôi đến - và chỗ đó đã kín phòng nên chúng tôi không thể có được một phòng sạch sẽ với máy lạnh hoạt động …","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXKT1EMMxd-MfQu0xWhOJE63hnD3bmQ9g3m_csFws8GjqatLtM=w50-h50-p-rp-mo-ba12-br100","Brett","Local Guide · 986 bài đánh giá · 890 ảnh","","1/5","6 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nơi này đã xuống cấp trầm trọng trong vài tuần qua. Thứ nhất, bạn sẽ không thể ngủ được ở đây vì tiếng ồn xây dựng kinh khủng nhất mà bạn từng nghe trong đời. Tiếng búa, tiếng khoan vang thẳng vào tai bạn lúc 7:30 sáng mỗi ngày, KỂ CẢ cuối …","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","","","","","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeWB0GIG9gGd6g9zDFXwjE9TRuKRtAO6HvwA5jEdK_CrOJXcVxp8esjQRYTFMjay2JK=w50-h50-p-rp-br100","813namanhn","","","1/5","8 tháng trước trên","Tripadvisor","https://www.gstatic.com/travel-hotels/branding/icon_100532569.png","Tôi đã ở lại một đêm vào tháng 11 năm 2025 và đó là một trải nghiệm RẤT TỆ, KINH KHỦNG tại khách sạn này (The Bloom Pham Viet Chanh).|1/ Phòng: Ga trải giường cũ và bẩn, sờn rách. Ga bọc nệm có mùi khó chịu và bị ố vàng.|2/ Dịch vụ: Tôi đã …","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","","","","","","","","",""
